http://www.denverpost.com/2017/10/05/avalanche-beat-new-york-rangers-at-madison-square-garden/,"Tyson Barrie, Avalanche beat New York Rangers in season opener at Madison Square Garden","October 6, 2017, 9:14 am"
http://www.denverpost.com/2017/10/05/greg-holland-rockies-first-season-could-be-last/,"After &#8220;one bad pitch,&#8221; Greg Holland&#8217;s first season with the Rockies could be his last","October 6, 2017, 1:33 pm"
