http://www.denverpost.com/2017/10/05/las-vegas-gunman-other-targets/,"Did Las Vegas gunman target other music festivals?","October 5, 2017, 12:53 pm"
http://www.denverpost.com/2017/10/05/trump-colorado-utility-executive-regional-epa-director/,"Donald Trump appoints Colorado-based utility executive as regional EPA director","October 5, 2017, 2:30 pm"
http://www.denverpost.com/2017/10/05/tanner-flores-ashley-doolittle-murder-sentencing/,"Tanner Flores gets life in prison for killing Berthoud rodeo queen Ashley Doolittle","October 5, 2017, 2:38 pm"
http://www.denverpost.com/2017/10/05/winner-sues-colorado-lottery/,"Winner sues Colorado lottery for millions over fixed jackpot","October 6, 2017, 9:05 am"
http://www.denverpost.com/2017/10/06/denver-wants-to-end-traffic-related-deaths-by-2030/,"Denver wants to end traffic-related deaths by 2030. This is how the city plans to do it.","October 6, 2017, 1:24 pm"
